tree_species,planting_date,tree_age_total,tree_age_planted,protection_status,location,tree_group,municipality
Winter-Linde,2008-03-03,14,15,Nicht geschützt (BL Waldzone etc.),Ost,Öffentliche Grünflächen,Basel
Scharlach-Rosskastanie,2022-03-22,10,1,Geschützt (Ersatzpflanzung),West,Privatbäume gepflegt durch STG,Basel
Zerr-Eiche,2022-03-24,10,1,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Sommer-Linde,2022-03-24,10,1,Geschützt (Ersatzpflanzung),West,Schul- und Kindergartenareal,Basel
Japanische Lärche,1960-09-30,72,63,Geschützt (Umfang),Nord,Parkgrün,Riehen
Zerr-Eiche,2022-03-29,10,1,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Europäische Hopfenbuche,2008-09-26,24,15,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Schwarzkiefer,1975-11-16,-1,48,Gemäss Baumschutzgesetz (BSchG),Nord,Spiel- und Rastplätze,Riehen
Rot-Buche,1998-09-14,34,25,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Herzblättrige Erle,2021-11-09,11,2,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Herzblättrige Erle,2022-10-03,10,1,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Europäische Hopfenbuche,2021-11-09,11,2,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Europäische Hopfenbuche,2021-11-09,11,2,Geschützt (Ersatzpflanzung),West,Strassenbäume,Basel
Schwarzkiefer,1972-04-10,65,51,Geschützt (Umfang),Süd,Spiel- und Rastplätze,Riehen
Hängebirke / Weiss- oder Sandbirke,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Esche,1975-09-26,57,48,Geschützt (Umfang),Nord,Verkehrsgrün / Strassenbäume,Riehen
Krim-Linde,2021-11-25,10,1,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
Schwarzer Holunder,,-1,-99,Geschützt (Umfang),Kleinbasel,Strassenbäume,Basel
Schwarzer Holunder,,-1,-99,Geschützt (Umfang),Kleinbasel,Strassenbäume,Basel
Blut- oder Kirsch-Pflaume,2010-04-01,22,13,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
Kegelförmiger Spitz-Ahorn,2021-11-24,10,1,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
Hänge-Pagodenbaum,2014-03-05,-1,9,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Säulen-Hainbuche,1990-09-30,42,33,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Spitz-Ahorn,2010-03-15,22,13,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Felsen-Ahorn / Burgen-Ahorn,2012-10-27,20,11,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Winter-Linde,1965-09-22,67,58,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Platane,1950-09-19,82,73,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Platane,1980-03-23,52,43,Gemäss Baumschutzgesetz (BSchG),Bettingen,Parkgrün,Riehen
Europäische Hopfenbuche,2020-11-30,11,2,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Wald-Kiefer,,-1,-99,Geschützt (Umfang),Nord,Parkgrün,Riehen
Schneeballblättriger Ahorn,2012-11-14,-1,11,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Schneeballblättriger Ahorn,2012-11-14,-1,11,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Schneeballblättriger Ahorn,2012-11-14,-1,11,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Schneeballblättriger Ahorn,2012-11-14,-1,11,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Felsen-Ahorn / Burgen-Ahorn,2012-11-06,-1,11,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Hain- oder Weissbuche,2018-09-30,14,5,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Wald-Kiefer,,58,49,Gemäss Baumschutzgesetz (BSchG),Ost,Schul- und Kindergartenareal,Basel
Europäische Hopfenbuche,2012-11-05,-1,11,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Japanische Flügelnuss,2012-05-03,-1,11,Geschützt (Ersatzpflanzung),Süd,Spiel- und Rastplätze,Riehen
"Morgenländische Platane ""Minaret""",2012-03-21,-1,11,Geschützt (Ersatzpflanzung),Süd,Verkehrsgrün / Strassenbäume,Riehen
Schwarz-Erle,,-1,-99,Geschützt (Umfang),Nord,Naturschutzanlage,Riehen
Schnee-Felsenbirne,2012-03-20,-1,11,Geschützt (Ersatzpflanzung),Nord,Verkehrsgrün / Strassenbäume,Riehen
Schmalblättrige Purpur-Esche,2012-11-14,20,11,Geschützt (Ersatzpflanzung),Kleinbasel,Öffentliche Grünflächen,Basel
Traubenkirsche,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Nord,Landschaftsgrün,Riehen
Schwedische Mehlbeere,,-1,-99,Geschützt (Umfang),Nord,Naturschutzanlage,Riehen
"Schwedische Mehlbeere ""Brouwers""",2016-04-11,16,7,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
Schwarz-Erle,1975-03-27,-1,48,Geschützt (Umfang),Nord,Naturschutzanlage,Riehen
Gefüllt blühende Vogel-Kirsche,2018-09-30,14,5,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Gefüllt blühende Vogel-Kirsche,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Amerikanischer Amberbaum,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Süd,Schulen,Riehen
Gefüllt blühende Vogel-Kirsche,2018-09-30,14,5,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Sommer-Linde,1980-03-20,-1,43,Geschützt (Umfang),Nord,Parkgrün,Riehen
Vogel-Kirsche,2018-09-30,14,5,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Sommer-Linde,1980-03-20,-1,43,Geschützt (Umfang),Nord,Parkgrün,Riehen
Stiel-Eiche,2005-05-05,27,18,Gemäss Baumschutzgesetz (BSchG),Nord,Naturschutzanlage,Riehen
Felsen-Ahorn / Burgen-Ahorn,2012-10-26,20,11,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Gefüllt blühende Vogel-Kirsche,2018-09-30,14,5,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Felsen-Ahorn / Burgen-Ahorn,2012-10-26,20,11,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Vogel-Kirsche,2018-09-30,14,5,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Europäische Hopfenbuche,2010-10-26,22,13,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Hain- oder Weissbuche,2018-09-30,14,5,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Gewöhnliche Hain- oder Weissbuche,2018-09-30,14,5,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Blut-Buche,2010-09-27,22,13,Gemäss Baumschutzgesetz (BSchG),Nord,Schulen,Riehen
Gewöhnliche Hain- oder Weissbuche,2018-09-30,14,5,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Schul- und Kindergartenareal,Basel
Grau- oder Weiss-Erle,2010-09-27,22,13,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Schwarz-Erle,2014-04-01,-1,9,Gemäss Baumschutzgesetz (BSchG),Nord,Freizeit- und Sportanlagen,Riehen
Grau- oder Weiss-Erle,2010-09-27,22,13,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Platane,1969-12-31,62,53,Geschützt (Umfang),Ost,Strassenbäume,Basel
Japanische Flügelnuss,2012-03-22,-1,11,Geschützt (Ersatzpflanzung),Süd,Verkehrsgrün / Strassenbäume,Riehen
Spitz-Ahorn,1980-09-27,52,43,Geschützt (Umfang),Nord,Verkehrsgrün / Strassenbäume,Riehen
Winter-Linde,1960-11-22,-1,62,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Europäische Hopfenbuche,,57,48,Gemäss Baumschutzgesetz (BSchG),Ost,Schul- und Kindergartenareal,Basel
Europäische Hopfenbuche,,57,48,Gemäss Baumschutzgesetz (BSchG),Ost,Schul- und Kindergartenareal,Basel
Europäische Hopfenbuche,,57,48,Gemäss Baumschutzgesetz (BSchG),Ost,Schul- und Kindergartenareal,Basel
Krim-Linde,2008-09-22,24,15,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Rot-Buche,,87,78,Gemäss Baumschutzgesetz (BSchG),Ost,Öffentliche Grünflächen,Basel
Chinesische Birne,,-1,-99,Gemäss Baumschutzgesetz (BSchG),West,Privatbäume gepflegt durch STG,Basel
Amerikanische Rot-Eiche,1992-10-20,40,31,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Platane,1975-03-19,57,48,Gemäss Baumschutzgesetz (BSchG),Nord,Liegenschaftsverwaltung,Riehen
Amerikanischer Amberbaum,1982-11-13,-1,41,Geschützt (Umfang),Süd,Parkgrün,Riehen
Zerr-Eiche,2018-12-13,13,4,Gemäss Baumschutzgesetz (BSchG),Nord,Strassenbäume,Riehen
Echte Walnuss,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Platane,2021-01-04,11,2,Gemäss Baumschutzgesetz (BSchG),West,Schul- und Kindergartenareal,Basel
Kanadische Hemlocktanne,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Gottesacker,Parkgrün,Riehen
Berg-Ahorn,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Ost,Privatbäume gepflegt durch STG,Basel
Europäische Hopfenbuche,,57,48,Gemäss Baumschutzgesetz (BSchG),Ost,Schul- und Kindergartenareal,Basel
Eisenholzbaum,1980-09-12,52,43,Gemäss Baumschutzgesetz (BSchG),Süd,Parkgrün,Riehen
Gewöhnliche Platane,1956-11-19,-1,67,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Gefüllt blühende Vogel-Kirsche,,-1,-99,Geschützt (Umfang),Süd,Naturschutzanlage,Riehen
Europäische Lärche,1970-09-30,62,53,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Gewöhnliche Scheinakazie / Robinie,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Schneeballblättriger Ahorn,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Krim-Linde,1960-09-26,-1,63,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Riesen-Lebensbaum,1940-09-15,92,83,Geschützt (Umfang),Nord,Parkgrün,Riehen
Krim-Linde,1960-10-26,-1,63,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Berg-Ahorn,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Ost,Privatbäume gepflegt durch STG,Basel
Schwedische Mehlbeere,2015-11-02,17,8,Geschützt (Ersatzpflanzung),Kleinbasel,Strassenbäume,Basel
Felsen-Ahorn / Burgen-Ahorn,2012-10-26,20,11,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Berg-Ahorn,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Ost,Privatbäume gepflegt durch STG,Basel
Japanischer Pagodenbaum,2002-03-27,30,21,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Amerikanische Rot-Eiche,2004-01-01,29,19,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Winter-Linde,2012-09-22,20,11,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Berg-Ahorn,1945-05-15,87,78,Gemäss Baumschutzgesetz (BSchG),Nord,Naturschutzanlage,Riehen
Japanischer Pagodenbaum,,56,47,Geschützt (Umfang),Ost,Öffentliche Grünflächen,Basel
Winter-Linde,,57,48,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Öffentliche Grünflächen,Basel
Hängebirke / Weiss- oder Sandbirke,1965-09-22,67,58,Geschützt (Umfang),Süd,Spiel- und Rastplätze,Riehen
Vogel-Kirsche,1980-09-20,-1,43,Gemäss Baumschutzgesetz (BSchG),Süd,Parkgrün,Riehen
"Spitz-Ahorn ""Deborah""",,46,37,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Hängebirke / Weiss- oder Sandbirke,1980-09-30,52,43,Geschützt (Umfang),Nord,Parkgrün,Riehen
Blut- oder Kirsch-Pflaume,1992-10-23,40,31,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Kegel-Fichte,1950-09-14,82,73,Geschützt (Umfang),Nord,Parkgrün,Riehen
Trauer-Weide,2014-03-26,-1,9,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Gewöhnliche Platane,1960-09-30,72,63,Geschützt (Umfang),Nord,Verkehrsgrün / Strassenbäume,Riehen
Rot-Buche,1940-09-13,92,83,Geschützt (Umfang),Nord,Parkgrün,Riehen
Schnee-Felsenbirne,2019-03-24,13,4,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Leder-Weissdorn,1993-03-03,39,30,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Douglasie,2018-11-18,14,5,Geschützt (Ersatzpflanzung),Ost,Strassenbäume,Basel
Kornelkirsche,2014-06-02,18,9,Gemäss Baumschutzgesetz (BSchG),Süd,Schulen,Riehen
Gewöhnliche Scheinakazie / Robinie,,42,33,Geschützt (Umfang),West,Privatbäume gepflegt durch STG,Basel
Kanadische Hemlocktanne,1950-09-14,82,73,Geschützt (Umfang),Nord,Parkgrün,Riehen
Kegelförmiger Spitz-Ahorn,2010-11-03,22,13,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Spitz-Ahorn,1974-01-01,58,49,Geschützt (Umfang),West,Öffentliche Grünflächen,Basel
Berg-Ahorn,,47,38,Geschützt (Umfang),West,Öffentliche Grünflächen,Basel
Blumen-Esche,2010-04-30,22,13,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Platane,1950-09-19,82,73,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Chinesischer Blauglockenbaum,2009-10-29,23,14,Gemäss Baumschutzgesetz (BSchG),West,Strassenbäume,Basel
Guttaperchabaum,2021-11-30,10,1,Gemäss Baumschutzgesetz (BSchG),Nord,Strassenbäume,Riehen
Blut- oder Kirsch-Pflaume,1990-09-26,42,33,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Blut- oder Kirsch-Pflaume,1992-10-23,40,31,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Spitz-Ahorn,1995-03-15,37,28,Gemäss Baumschutzgesetz (BSchG),Nord,Naturschutzanlage,Riehen
Gewöhnliche Esche,1968-11-16,-1,55,Geschützt (Umfang),Nord,Naturschutzanlage,Riehen
Berg-Ulme,1989-09-20,43,34,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Kegelförmiger Spitz-Ahorn,2019-10-14,13,4,Gemäss Baumschutzgesetz (BSchG),Nord,Strassenbäume,Riehen
Stiel-Eiche,2015-10-09,17,8,Gemäss Baumschutzgesetz (BSchG),Ost,Privatbäume gepflegt durch STG,Basel
Eschen-Ahorn,,-1,-99,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Blumen-Esche / Manna-Esche,1990-09-21,42,33,Geschützt (Umfang),Süd,Schulen,Riehen
Gewöhnliche Platane,1981-09-19,-1,42,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Fichte,1940-09-16,92,83,Geschützt (Umfang),Nord,Parkgrün,Riehen
Winter-Linde,1950-09-30,82,73,Geschützt (Umfang),Nord,Parkgrün,Riehen
Gewöhnliche Esche,1960-09-21,72,63,Geschützt (Umfang),Süd,Schulen,Riehen
Amerikanische Rot-Eiche,1990-09-20,42,33,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Sommer-Linde,1980-03-20,-1,43,Geschützt (Umfang),Nord,Parkgrün,Riehen
Gewöhnliche oder Europäische Eibe,1965-09-22,67,58,Geschützt (Umfang),Süd,Parkgrün,Riehen
Gewöhnliche Hain- oder Weissbuche,,-1,-99,Geschützt (Umfang),Süd,Freizeit- und Sportanlagen,Riehen
Schwarz-Erle,1994-01-01,38,29,Gemäss Baumschutzgesetz (BSchG),West,Öffentliche Grünflächen,Basel
Zerr-Eiche,2019-10-21,13,4,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Privatbäume gepflegt durch STG,Basel
Krim-Linde,2017-12-10,14,5,Gemäss Baumschutzgesetz (BSchG),Ost,Strassenbäume,Basel
Europäische Lärche,1992-10-21,40,31,Gemäss Baumschutzgesetz (BSchG),Süd,Schulen,Riehen
Gewöhnliche Platane,1960-09-30,72,63,Geschützt (Umfang),Nord,Verkehrsgrün / Strassenbäume,Riehen
Amerikanische Rot-Eiche,2000-09-20,32,23,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Nordmanns-Tanne,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Stiel-Eiche,1960-09-27,72,63,Geschützt (Umfang),Nord,Landschaftsgrün,Riehen
Kuchenbaum/ Katsurabaum,2000-09-29,32,23,Geschützt (Ersatzpflanzung),Nord,Parkgrün,Riehen
Rot-Buche,1930-09-13,102,93,Geschützt (Umfang),Nord,Parkgrün,Riehen
Stiel-Eiche,1964-09-26,-1,59,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Blumen-Esche,2010-04-30,22,13,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Fichte,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Amerikanische Rot-Eiche,1970-09-20,62,53,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Echte Walnuss,1970-09-20,62,53,Geschützt (Umfang),Süd,Parkgrün,Riehen
Mammutbaum / Wellingtonia,1965-09-30,67,58,Geschützt (Umfang),Nord,Parkgrün,Riehen
Rot-Buche,1930-09-15,102,93,Geschützt (Umfang),Nord,Landschaftsgrün,Riehen
Pyramiden Pappel,2019-03-31,13,4,Gemäss Baumschutzgesetz (BSchG),Nord,Strassenbäume,Riehen
Wald-Kiefer,1970-09-27,62,53,Gemäss Baumschutzgesetz (BSchG),Nord,Landschaftsgrün,Riehen
Kaukasus-Fichte,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Rot-Buche,1920-09-15,112,103,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Amerikanische Rot-Eiche,2019-12-03,12,3,Gemäss Baumschutzgesetz (BSchG),Süd,Strassenbäume,Riehen
Blut- oder Kirsch-Pflaume,2012-09-23,20,11,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Kegel-Fichte,1970-09-12,-1,53,Geschützt (Umfang),Süd,Parkgrün,Riehen
Stiel-Eiche,1950-09-13,82,73,Geschützt (Umfang),Nord,Parkgrün,Riehen
Gewöhnliche Hain- oder Weissbuche,1958-09-13,74,65,Geschützt (Umfang),Nord,Parkgrün,Riehen
Blut- oder Kirsch-Pflaume,1986-10-26,46,37,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Blut- oder Kirsch-Pflaume,1992-10-23,40,31,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Vogel-Kirsche,1987-09-27,-1,36,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Stiel-Eiche,1960-09-14,72,63,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Dreizähniger Ahorn,2022-03-30,10,1,Gemäss Baumschutzgesetz (BSchG),Süd,Kindergärten,Riehen
Gewöhnliche Scheinakazie / Robinie,,-1,-99,Geschützt (Umfang),Nord,Landschaftsgrün,Riehen
Winter-Linde,1980-03-20,-1,43,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Winter-Linde,1960-11-22,-1,62,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Winter-Linde,1960-11-22,-1,62,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Gefüllt blühende Vogel-Kirsche,2011-11-15,-1,12,Geschützt (Ersatzpflanzung),Süd,Verkehrsgrün / Strassenbäume,Riehen
Winter-Linde,1965-09-22,67,58,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Blaue Douglasie,1945-09-13,87,78,Geschützt (Umfang),Nord,Parkgrün,Riehen
Gewöhnliche Fichte,1975-09-13,-1,48,Geschützt (Umfang),Nord,Parkgrün,Riehen
Echte Walnuss,2012-09-20,20,11,Gemäss Baumschutzgesetz (BSchG),Süd,Landschaftsgrün,Riehen
Eingriffliger Weissdorn,,-1,-99,Geschützt (Umfang),Nord,Verkehrsgrün / Strassenbäume,Riehen
Chinesischer Blauglockenbaum,1980-09-27,52,43,Geschützt (Umfang),Nord,Parkgrün,Riehen
Blut- oder Kirsch-Pflaume,1996-10-26,36,27,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Pyramiden Pappel,1942-03-12,90,81,Gemäss Baumschutzgesetz (BSchG),Nord,Liegenschaftsverwaltung,Riehen
Gewöhnliche oder Europäische Eibe,1930-09-16,102,93,Geschützt (Umfang),Nord,Parkgrün,Riehen
Gewöhnliche oder Europäische Eibe,1963-09-30,-1,60,Geschützt (Umfang),Nord,Landschaftsgrün,Riehen
Amerikanische Rot-Eiche,1920-09-20,112,103,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Schmalblättrige Purpur-Esche,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Platane,,-1,-99,Geschützt (Umfang),Nord,Verkehrsgrün / Strassenbäume,Riehen
Mädchenhaarbaum / Ginkgo,1956-11-07,76,67,Geschützt (Umfang),Nord,Parkgrün,Riehen
Gemeine Rosskastanie,1970-10-13,-1,53,Geschützt (Umfang),Nord,Parkgrün,Riehen
Amerikanische Rot-Eiche,1959-09-20,73,64,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Hängebirke / Weiss- oder Sandbirke,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Nord,Verkehrsgrün / Strassenbäume,Riehen
Pyramiden Pappel,1970-09-15,62,53,Geschützt (Umfang),Nord,Parkgrün,Riehen
Winter-Linde,1965-09-22,67,58,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Hängebirke / Weiss- oder Sandbirke,1984-03-16,48,39,Geschützt (Umfang),Süd,Schulen,Riehen
Gewöhnliche oder Europäische Eibe,1975-09-13,57,48,Geschützt (Umfang),Nord,Parkgrün,Riehen
Wald-Kiefer,1990-09-27,42,33,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Stiel-Eiche,1972-09-27,60,51,Geschützt (Umfang),Nord,Landschaftsgrün,Riehen
Blut- oder Kirsch-Pflaume,2006-09-23,26,17,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Nutka-Scheinzypresse,1940-09-15,92,83,Geschützt (Umfang),Nord,Parkgrün,Riehen
Amerikanische Rot-Eiche,1960-09-29,72,63,Geschützt (Umfang),Nord,Landschaftsgrün,Riehen
Felsen-Ahorn / Burgen-Ahorn,2012-11-06,20,11,Geschützt (Ersatzpflanzung),Süd,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Fichte,1999-09-14,33,24,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Eisenholzbaum,1970-09-30,62,53,Geschützt (Umfang),Nord,Parkgrün,Riehen
Zerr-Eiche,2018-12-18,13,4,Gemäss Baumschutzgesetz (BSchG),Nord,Strassenbäume,Riehen
Feld-Ahorn,2020-11-30,11,2,Gemäss Baumschutzgesetz (BSchG),Kleinbasel,Strassenbäume,Basel
Amerikanische Rot-Eiche,1946-09-20,86,77,Geschützt (Umfang),Süd,Verkehrsgrün / Strassenbäume,Riehen
Tränen-Kiefer,1990-09-30,42,33,Gemäss Baumschutzgesetz (BSchG),Nord,Spiel- und Rastplätze,Riehen
Blut- oder Kirsch-Pflaume,2012-10-26,20,11,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Stiel-Eiche,1975-10-15,-1,48,Gemäss Baumschutzgesetz (BSchG),Süd,Liegenschaftsverwaltung,Riehen
Berg-Ulme,1989-09-20,43,34,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Berg-Ulme,1989-09-20,43,34,Gemäss Baumschutzgesetz (BSchG),Süd,Verkehrsgrün / Strassenbäume,Riehen
Gewöhnliche Hain- oder Weissbuche,1990-09-29,42,33,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
Traubenkirsche,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Nord,Spiel- und Rastplätze,Riehen
Gewöhnliche Scheinakazie / Robinie,,-1,-99,Geschützt (Umfang),Kleinbasel,Privatbäume gepflegt durch STG,Basel
Zierapfel,1978-09-21,-1,45,Gemäss Baumschutzgesetz (BSchG),Süd,Schulen,Riehen
Gewöhnliche Hain- oder Weissbuche,,-1,-99,Gemäss Baumschutzgesetz (BSchG),Süd,Freizeit- und Sportanlagen,Riehen
Europäische Lärche,,-1,-99,Geschützt (Umfang),Nord,Parkgrün,Riehen
Kuchenbaum/ Katsurabaum,1998-09-29,34,25,Gemäss Baumschutzgesetz (BSchG),Nord,Parkgrün,Riehen
